encoder,speed
6.170447,-18.889124
6.066046,-19.645996
6.015419,-18.925039
5.911114,-19.456396
5.859049,-18.879236
5.788198,-18.290468
5.687728,-17.835888
5.650524,-17.591475
5.592712,-18.393185
5.518026,-18.601021
5.411707,-19.405836
5.357533,-19.119795
5.253324,-19.120840
5.207587,-18.982473
5.102418,-18.903872
5.056777,-19.270529
4.975476,-18.369190
4.876444,-18.244637
4.835884,-17.587799
4.770115,-17.862795
4.705879,-18.336592
4.604066,-18.655489
4.526217,-19.918180
4.466195,-19.273771
4.395632,-19.678505
4.281547,-19.318771
4.207053,-19.984554
4.150578,-19.675030
4.076276,-19.142385
3.985841,-19.057880
3.929781,-17.793556
3.867367,-18.259508
3.784726,-18.630064
3.714738,-19.526123
3.613402,-19.950974
3.561146,-19.645393
3.453389,-20.197914
3.382536,-19.436804
3.310534,-20.216869
3.222331,-19.687778
3.147645,-19.480366
3.086667,-18.501400
3.020418,-17.779297
2.937585,-18.370014
2.884277,-18.407997
2.787929,-19.136383
2.717267,-19.458111
2.637117,-19.656502
2.556199,-19.254065
2.496276,-19.000265
2.391682,-19.793812
2.320446,-18.974049
2.264837,-19.099728
2.173375,-18.041395
2.122847,-17.848518
2.053914,-17.585817
1.997811,-17.682503
1.906416,-18.797958
1.829476,-18.703201
1.754886,-19.267662
1.673873,-18.998362
1.599475,-19.494846
1.510936,-19.730679
1.436106,-19.461315
1.367028,-19.597021
1.297086,-17.994345
1.219815,-18.127316
1.169237,-17.699686
1.088947,-18.353626
1.015507,-18.968016
0.936141,-19.021072
0.853505,-19.584261
0.782485,-18.856457
0.699436,-19.539467
0.617464,-19.406321
0.537793,-19.880669
0.463328,-19.293406
0.394807,-18.405355
0.320075,-18.568779
0.262523,-17.903305
0.190324,-18.565393
0.112445,-18.837242
0.028407,-19.489918
6.233683,-19.341862
6.174283,-18.962748
6.068635,-19.571484
6.018775,-19.090687
5.912169,-19.555552
5.860967,-18.771688
5.789924,-18.382463
5.689358,-17.725739
5.684267,-17.389400
5.564147,-18.480270
5.519464,-18.477055
5.414967,-19.328068
5.360601,-18.938763
5.256871,-18.954393
5.273634,-18.992134
5.105582,-18.995478
5.057928,-19.532026
4.976148,-18.425249
4.876827,-18.205549
4.837706,-17.691757
4.771457,-17.977249
4.707892,-18.391409
4.606463,-18.755047
4.559768,-19.916910
4.439163,-19.367464
4.397166,-19.762875
4.377598,-19.403263
4.209354,-20.062603
4.153742,-19.737585
4.076660,-19.040850
3.987136,-18.923904
3.929781,-17.722862
3.868517,-18.158318
3.786356,-18.294193
3.718190,-19.477068
3.709166,-19.875774
3.547630,-19.484301
3.455690,-20.161665
3.464112,-19.580008
3.311301,-20.358105
3.223769,-19.919811
3.146303,-19.565784
3.085612,-18.537889
3.018500,-17.807787
2.937873,-18.494312
2.882743,-18.291191
2.881104,-19.295067
2.716213,-19.521938
2.714475,-19.556278
2.635091,-19.460243
2.496084,-19.184198
2.391299,-20.008965
2.395790,-19.310936
2.324269,-19.150711
2.184590,-18.289312
2.181129,-17.927507
2.049504,-17.918749
1.987314,-17.803516
1.901239,-18.856333
1.833262,-18.647743
1.743047,-19.018541
1.749409,-19.018541
1.595065,-19.314468
1.595244,-19.314468
1.432654,-19.327147
1.436957,-19.327147
1.292964,-18.039207
1.226285,-18.084759
1.159699,-17.901115
1.092541,-18.297571
1.013686,-18.924934
0.931036,-19.067532
0.850629,-19.584309
0.779225,-18.756443
0.698381,-19.506229
0.620028,-19.430593
0.532832,-19.745071
0.462800,-19.403124
0.393944,-18.417267
0.317774,-18.481421
0.260702,-17.764666
0.187269,-18.327427
0.109935,-18.635372
0.025929,-19.395487
6.220547,-19.365728
6.171406,-18.802031
6.067676,-19.493464
6.015995,-18.880007
5.911497,-19.552839
5.859433,-18.802450
5.789445,-18.379906
5.689166,-17.847643
5.651483,-17.532818
5.592233,-18.260756
5.519176,-18.512777
5.410940,-19.244316
5.358492,-18.907265
5.254858,-18.977325
5.208642,-18.902843
5.103664,-18.848616
5.057353,-19.582081
4.973942,-18.553055
4.875293,-18.224607
4.835117,-17.593185
4.769060,-18.100698
4.702620,-18.272297
4.603395,-18.560066
4.525162,-19.719467
4.466674,-19.241243
4.362944,-19.628868
4.312413,-19.416727
4.206094,-19.886784
4.153263,-19.691460
4.076851,-19.113474
3.986608,-19.037674
3.928630,-17.843803
3.866408,-18.304979
3.783192,-18.458519
3.716368,-19.318890
3.613882,-19.920244
3.562105,-19.460682
3.453581,-20.089911
3.384070,-19.545856
3.311301,-20.218090
3.223769,-19.753683
3.146686,-19.550909
3.086379,-18.585123
3.003642,-17.749783
2.953019,-18.540703
2.882456,-18.338060
2.787833,-19.176514
2.717555,-19.559008
2.637117,-19.602467
2.557158,-19.578251
2.481610,-19.221127
2.406061,-19.928091
2.319679,-19.105385
2.249020,-19.253124
2.186987,-18.281965
2.120355,-17.975784
2.113346,-17.720903
1.987458,-17.625168
1.904211,-18.858622
1.834316,-18.703161
1.745252,-19.294237
1.678138,-18.848616
1.598037,-19.308310
1.509307,-19.462143
1.443918,-19.213577
1.352074,-19.614597
1.296032,-18.176765
1.226285,-18.270260
1.168183,-17.944349
1.086454,-18.516403
1.013111,-18.940563
0.931659,-19.242525
0.849766,-19.763968
0.778266,-19.042307
0.696272,-19.552492
0.617631,-19.336853
0.535396,-19.901403
0.461135,-19.309761
0.396281,-18.213495
0.317738,-18.720499
0.262751,-17.980455
0.188179,-18.565884
0.109485,-19.003599
0.026982,-19.608131
6.233821,-19.416256
6.170831,-18.900797
6.067580,-19.441952
6.017433,-18.901978
5.911689,-19.532152
5.859529,-18.842466
5.789349,-18.380379
5.688686,-17.796865
5.683212,-17.597527
5.563763,-18.510962
5.517931,-18.488895
5.411419,-19.229473
5.358588,-18.902885
5.253611,-19.129873
5.206724,-18.870817
5.102706,-18.976597
5.056969,-19.481411
4.974901,-18.433661
4.876540,-18.462736
4.835213,-17.718843
4.768485,-17.953674
4.706071,-18.285786
4.604737,-18.594568
4.525546,-19.815142
4.466770,-19.229572
4.362464,-19.748953
4.311646,-19.386667
4.206478,-19.969563
4.152400,-19.499973
4.076468,-18.896675
3.986273,-18.848177
3.930740,-17.782356
3.866121,-18.147541
3.784534,-18.352276
3.715314,-19.368586
3.614169,-19.978405
3.561434,-19.573689
3.453964,-20.216164
3.384070,-19.548878
3.310151,-20.280529
3.222235,-19.854296
3.146590,-19.459623
3.086475,-18.681046
3.002588,-17.826923
2.952731,-18.357098
2.884469,-18.264572
2.787258,-19.388565
2.716021,-19.578316
2.636446,-19.555994
2.557062,-19.376762
2.480938,-19.216011
2.405582,-19.700603
2.319391,-18.867716
2.249212,-18.983597
2.187371,-18.031334
2.124094,-17.747898
2.053818,-17.584539
1.997380,-17.581335
1.906608,-18.845181
1.829764,-18.792486
1.754694,-19.283501
1.672914,-18.958996
1.599666,-19.413158
1.520379,-19.560806
1.437832,-19.612686
1.351978,-19.716988
1.303748,-18.207447
1.219143,-18.166885
1.169717,-17.942827
1.087029,-18.399557
1.015507,-18.974836
0.935566,-19.111315
0.849024,-19.641514
0.780088,-18.974478
0.698573,-19.498171
0.620795,-19.365446
0.537697,-19.923523
0.463088,-19.236641
0.395190,-18.390583
0.319308,-18.586735
0.265435,-17.863474
0.189875,-18.636580
0.111469,-18.855856
0.028069,-19.561888
6.229258,-19.276859
6.173228,-18.731449
6.070073,-19.451296
6.019638,-19.053652
5.912552,-19.536928
5.862597,-18.895531
5.790787,-18.532627
5.689454,-17.832407
5.684842,-17.576946
5.562708,-18.477077
5.519176,-18.500065
5.413337,-19.319433
5.359643,-18.974812
5.255624,-19.040882
5.210176,-18.895008
5.105294,-18.983917
5.057065,-19.502226
4.976243,-18.459684
4.877211,-18.298162
4.837322,-17.474857
4.771936,-17.713697
4.707317,-18.193953
4.606655,-18.565605
4.559672,-19.825497
4.440026,-19.270794
4.398508,-19.690367
4.283176,-19.462542
4.209162,-20.001732
4.154317,-19.496687
4.078577,-18.907673
3.987279,-18.905640
3.931123,-17.565540
3.869668,-18.206799
3.787027,-18.352995
3.717423,-19.495277
3.615032,-19.894615
3.562392,-19.569435
3.454539,-20.250971
3.384933,-19.713272
3.312068,-20.490440
3.222426,-19.995090
3.223852,-19.587765
3.085133,-18.519882
3.004026,-18.010391
2.951581,-18.569172
2.884469,-18.367870
2.787066,-19.443810
2.715637,-19.453264
2.714667,-19.523907
2.634612,-19.286224
2.497043,-19.059010
2.485816,-19.895283
2.396749,-19.267025
2.246144,-19.163914
2.247857,-18.186878
2.181704,-18.040049
2.048162,-17.823208
0.513308,-17.756439
1.988039,-18.852386
1.902616,-18.696701
1.828793,-19.173141
1.676700,-18.816256
1.596694,-19.332369
1.509594,-19.457970
1.513751,-19.281517
1.355668,-19.426113
1.355272,-19.426113
1.221203,-17.942764
1.158549,-17.769375
1.091774,-18.295858
1.090085,-18.295858
0.932929,-18.905863
0.850917,-19.569815
0.778554,-18.855947
0.697519,-19.410280
0.618686,-19.290430
0.532257,-19.771481
0.462609,-19.215334
0.394423,-18.473888
0.320206,-18.621967
0.259995,-17.914326
0.188101,-18.368364
0.110309,-18.820955
0.026807,-19.555386
6.247234,-19.381870
6.170831,-18.887697
6.068251,-19.576691
6.016858,-19.024590
5.910730,-19.440458
5.859433,-18.915009
5.787911,-18.327162
5.687728,-17.826477
5.650332,-17.566906
5.591370,-18.258329
5.518218,-18.690996
5.411228,-19.354095
5.358013,-18.879065
5.255049,-19.075119
5.207778,-18.933287
5.102993,-18.965405
5.055531,-19.456726
4.974230,-18.448996
4.875581,-18.259224
4.836267,-17.624969
4.768293,-17.943092
4.704729,-18.154953
4.604162,-18.573492
4.557467,-19.692162
4.437533,-19.258984
4.396207,-19.562422
4.282889,-19.453230
4.207244,-19.934349
4.153358,-19.662066
4.078002,-19.124943
3.986465,-19.205435
3.928247,-17.913967
3.866600,-18.415014
3.782042,-18.440166
3.715218,-19.317541
3.612923,-20.103569
3.561625,-19.598410
3.453964,-20.155891
3.382823,-19.573900
3.310439,-20.149960
3.222714,-19.806078
3.146303,-19.562870
3.086954,-18.677502
3.019459,-17.750446
2.938448,-18.492828
2.882072,-18.343906
2.787737,-19.082966
2.717747,-19.344437
2.639034,-19.599144
2.557925,-19.319603
2.498481,-19.090324
2.392929,-19.948936
2.321117,-19.133383
2.248540,-19.342001
2.186699,-18.362911
2.120834,-18.032078
2.050559,-17.734921
1.987650,-17.678535
1.903731,-18.927916
1.832399,-18.674400
1.743526,-19.163799
1.677659,-18.801624
1.596886,-19.121918
1.509211,-19.484791
1.435531,-19.228088
1.358160,-19.438107
1.294881,-18.139252
1.225230,-18.197372
1.159220,-17.842793
1.092445,-18.442961
1.012535,-19.060753
0.931084,-19.107763
0.850533,-19.699270
0.779321,-18.998764
0.697614,-19.576252
0.618878,-19.329041
0.535875,-19.802078
0.461806,-19.368792
0.395801,-18.369228
0.319212,-18.712784
0.261948,-17.932739
0.189108,-18.537607
0.110597,-18.989773
0.027219,-19.532356
6.227115,-19.322256
6.170447,-18.902105
6.067388,-19.570684
6.016474,-18.961594
5.911401,-19.423721
5.860008,-18.887177
5.788582,-18.405415
5.687824,-17.795034
5.652058,-17.651493
5.592904,-18.476215
5.517163,-18.515392
5.411132,-19.291943
5.357629,-18.855202
5.254762,-18.992641
5.207683,-18.898598
5.104048,-18.866856
5.056873,-19.423862
4.974230,-18.479639
4.876731,-18.298994
4.836555,-17.455914
4.770882,-17.989038
4.705208,-18.206636
4.604066,-18.505726
4.526792,-19.853092
4.466770,-19.180311
4.365053,-19.773592
4.312126,-19.367041
4.207149,-19.976400
4.152208,-19.565372
4.075413,-19.021696
3.985602,-18.820858
3.930068,-17.755135
3.865929,-18.273502
3.783767,-18.350288
3.715505,-19.359900
3.613690,-19.817940
3.545713,-19.459278
3.468247,-20.123428
3.382727,-19.469269
3.310439,-20.268692
3.222522,-19.689766
3.146782,-19.512045
3.086763,-18.509371
3.019555,-17.839100
2.937681,-18.374195
2.884181,-18.424513
2.788504,-19.343826
2.715350,-19.358862
2.638459,-19.642775
2.556199,-19.410095
2.496372,-19.151777
2.391107,-19.944496
2.319870,-19.112881
2.248732,-19.310724
2.185645,-18.220436
2.120546,-18.016640
2.049792,-17.673277
1.988417,-17.601280
1.904498,-18.830135
1.833549,-18.755304
1.743622,-19.118614
1.679193,-18.797680
1.599571,-19.105276
1.512183,-19.405128
1.445069,-19.127941
1.361708,-19.378975
1.298429,-17.918694
1.220773,-18.211128
1.169237,-17.796555
1.096663,-18.366035
1.008654,-18.988579
0.936668,-19.097338
0.848640,-19.706829
0.785049,-18.921724
0.695626,-19.709536
0.619836,-19.375463
0.537889,-19.901865
0.463376,-19.305519
0.394615,-18.398039
0.320266,-18.478441
0.265339,-17.925175
0.188755,-18.638067
0.111334,-18.905594
0.027825,-19.443464
6.242671,-19.239702
6.173611,-18.764055
6.069689,-19.548590
6.018871,-18.980801
5.912169,-19.496067
5.861734,-18.829414
5.790500,-18.309484
5.689933,-17.723589
5.684554,-17.486366
5.564626,-18.457851
5.519944,-18.509607
5.414296,-19.412891
5.360410,-18.890007
5.257734,-19.066208
5.208833,-19.130060
5.103856,-18.848171
5.058982,-19.548252
4.976435,-18.557451
4.878265,-18.361671
4.837322,-17.732937
4.770498,-17.896717
4.706646,-18.213596
4.606750,-18.685745
4.559288,-20.050211
4.437533,-19.220203
4.397549,-19.726858
4.377598,-19.482176
4.208395,-20.037189
4.152975,-19.539312
4.076756,-19.066044
3.987231,-18.732349
3.932178,-17.619411
3.868709,-18.243465
3.785781,-18.341820
3.717998,-19.293274
3.631041,-19.790407
3.548973,-19.563786
3.455594,-20.205021
3.464400,-19.420029
3.298457,-20.387367
3.224727,-19.825752
3.148891,-19.517704
3.087817,-18.588802
3.020801,-17.899431
2.938832,-18.597355
2.885907,-18.346981
2.789367,-19.490406
2.717747,-19.625748
2.638171,-19.625221
2.558980,-19.575344
2.495605,-19.094681
2.486775,-19.951115
2.318720,-19.245338
2.325803,-19.306908
2.246227,-18.423500
2.180745,-17.810106
2.048545,-17.734018
0.513284,-17.812275
1.986122,-18.898390
1.902328,-18.616230
1.742568,-19.103497
1.748451,-18.654472
1.597270,-19.229488
1.595819,-19.443922
1.433421,-19.326069
1.435614,-19.339678
1.293635,-18.114965
1.296789,-18.085476
1.157973,-17.868710
1.161607,-17.868710
1.010234,-18.821529
1.011181,-19.012093
0.848232,-19.532280
0.850688,-19.532280
0.699603,-19.339439
0.617368,-19.234371
0.537026,-19.761343
0.461135,-19.322617
0.393944,-18.445478
0.317965,-18.654360
0.260031,-17.859722
0.186837,-18.383684
0.109782,-18.758661
0.026810,-19.335566
6.247234,-19.415627
6.172653,-18.813723
6.068251,-19.411583
6.017433,-18.899406
5.911497,-19.439009
5.859912,-18.849190
5.789062,-18.327110
5.688782,-17.601929
5.651866,-17.346579
5.592041,-18.165995
5.517067,-18.295475
5.411899,-19.064734
5.359835,-18.700714
5.255433,-18.791164
5.209984,-18.858189
5.103185,-18.885540
5.057161,-19.540751
4.974134,-18.572054
4.876156,-18.455029
4.835501,-17.593458
4.768677,-18.054255
4.701949,-18.291449
4.604258,-18.528772
4.525162,-19.700651
4.468304,-19.252304
4.366012,-19.604177
4.312413,-19.315235
4.207628,-19.953753
4.153358,-19.619051
4.076372,-19.143383
3.986608,-19.175837
3.929877,-17.877850
3.866984,-18.420649
3.782425,-18.461250
3.716081,-19.252796
3.614649,-19.953655
3.560667,-19.587906
3.455115,-20.249783
3.384741,-19.487062
3.311781,-20.258396
3.221947,-19.774666
3.147645,-19.637491
3.086571,-18.722141
3.003355,-17.823069
2.952539,-18.529461
2.882935,-18.351049
2.787833,-19.106934
2.717651,-19.536705
2.637692,-19.661728
2.557637,-19.187511
2.498481,-19.095684
2.391299,-19.854694
2.320542,-19.084515
2.248828,-19.283981
2.186891,-18.363552
2.119684,-17.988958
2.113250,-17.878721
1.987410,-17.813854
1.904307,-18.938061
1.832878,-18.770262
1.745156,-19.183584
1.679193,-18.777809
1.598516,-19.307186
1.516160,-19.417683
1.437544,-19.332476
1.351978,-19.645857
1.295265,-18.056170
1.226477,-18.104994
1.160850,-17.848026
1.092924,-18.511389
1.012535,-18.945587
0.930892,-19.195484
0.851204,-19.899521
0.778458,-18.943426
0.697327,-19.661308
0.614588,-19.339386
0.538919,-19.872768
0.461375,-19.284237
0.396185,-18.261925
0.317163,-18.595827
0.262271,-18.033091
0.187892,-18.489105
0.110022,-18.867388
0.026343,-19.467966
6.249516,-19.248682
6.170831,-18.675224
6.069114,-19.548494
6.015611,-18.972092
5.911880,-19.520977
5.860392,-18.780930
5.788390,-18.432194
5.687728,-17.745140
5.683308,-17.444706
5.564242,-18.388723
5.518697,-18.559771
5.411515,-19.364611
5.358972,-18.964506
5.254378,-19.092768
5.207778,-18.951471
5.102226,-19.004135
5.055243,-19.409609
4.974038,-18.410830
4.875581,-18.199369
4.835309,-17.520161
4.769444,-17.949955
4.704633,-18.293348
4.605696,-18.656982
4.526025,-19.973028
4.466386,-19.025316
4.396494,-19.447523
4.284039,-19.285366
4.239837,-19.713144
4.125272,-19.367323
4.080686,-18.812807
3.989293,-18.779915
3.934670,-17.634682
3.872448,-18.039484
3.806200,-18.285110
3.705153,-19.222031
3.636697,-19.818340
3.551849,-19.373501
3.460963,-20.198484
3.405159,-19.527884
3.303059,-20.249352
3.229809,-19.903511
3.152055,-19.736538
3.091748,-18.801563
3.023102,-17.957878
2.941516,-18.428202
2.889262,-18.351641
2.808252,-19.327353
2.720911,-19.466709
2.627724,-19.576319
2.578056,-19.284061
2.486979,-19.067532
2.396860,-19.699142
2.342974,-19.016628
2.254868,-19.109737
2.194082,-18.097654
2.112495,-17.773502
2.074908,-17.478085
2.001663,-17.502359
1.914745,-18.367386
1.847163,-18.475323
1.758195,-18.883696
1.694628,-18.458731
1.623682,-18.731354
1.531358,-19.042856
1.466736,-18.668722
1.385868,-19.179211
1.320384,-17.947384
1.250924,-17.599779
1.189612,-17.743389
1.130074,-17.563837
1.049734,-18.164043
0.974080,-18.387859
0.896240,-18.862074
0.820476,-18.701849
0.747420,-18.554605
0.671129,-18.777752
0.591074,-18.996431
0.508360,-19.336151
0.440763,-18.683392
0.365267,-18.478045
0.300826,-18.658131
0.240893,-17.918776
0.160277,-18.699179
0.085321,-18.627167
0.009506,-18.802896
6.234651,-18.411129
6.127789,-18.192539
6.087996,-18.668255
5.976500,-18.348942
5.936515,-18.961031
5.855790,-18.757889
5.750525,-18.581665
5.706802,-18.241947
5.648415,-17.954679
5.583125,-18.882715
5.470094,-18.281834
5.431452,-18.761103
5.353411,-18.028553
5.254282,-17.960545
5.216120,-17.748672
5.144886,-17.536865
5.044127,-18.301680
4.994939,-17.644379
4.929745,-17.855175
4.856113,-17.712524
4.798206,-17.514076
4.734066,-17.747532
4.629664,-17.666803
4.590639,-18.212925
4.480964,-18.408094
4.437337,-18.245018
4.367157,-18.334749
4.290937,-18.215027
4.187782,-18.796022
4.137060,-18.836040
4.031508,-19.142412
3.975966,-19.190203
3.919906,-18.613689
3.839278,-19.007179
3.758457,-18.797504
3.685018,-19.362099
3.601607,-19.120480
3.605047,-19.146217
3.449839,-19.254780
3.385601,-18.732796
3.283021,-19.515049
3.294032,-19.425171
3.138249,-19.626198
3.090403,-19.068398
3.000383,-18.439625
3.013985,-18.861031
2.873635,-17.805876
2.793679,-18.407305
2.730783,-18.026201
2.644595,-17.867165
2.592054,-17.447874
2.521395,-16.587605
2.461090,-16.892401
2.391965,-16.554052
2.390709,-16.402328
2.277777,-16.754906
2.266648,-15.791509
2.168864,-14.573184
2.166460,-12.560428
2.115266,-9.625316
2.114497,-5.359110
2.157156,-1.326432
2.163105,4.391148
2.218520,6.080973
2.255623,4.694136
2.248914,1.220551
2.212772,-2.608723
2.158127,-5.403171
2.160612,-8.402330
2.061390,-10.546664
1.985733,-11.733053
1.909722,-14.126743
1.848840,-14.970215
1.777655,-15.809905
1.716151,-15.881751
1.715278,-15.881751
1.588447,-15.533155
1.535379,-15.395441
1.468988,-14.715633
1.420810,-14.947697
1.381595,-14.441898
1.346744,-12.136425
1.351437,-8.701912
1.371423,-3.992760
1.429230,1.551643
1.483111,5.995076
1.505551,6.606222
1.507040,4.302913
1.461171,0.116931
1.399767,-4.900519
1.338696,-8.602861
1.274460,-11.659606
1.196038,-14.090259
1.124420,-15.938599
1.024330,-18.456116
0.939233,-19.400928
0.843441,-20.948458
0.761466,-20.831615
0.663678,-22.037102
0.565886,-22.303179
0.473994,-22.661976
0.393155,-21.683872
0.306857,-21.722824
0.246459,-20.245634
0.171488,-20.435467
0.094941,-19.888460
0.014867,-20.008171
6.233545,-19.317009
6.165750,-18.369085
6.064320,-18.983437
6.017433,-18.434259
5.913894,-19.014210
5.863939,-18.584339
5.792992,-18.266296
5.691467,-17.979380
5.653208,-17.696960
5.591753,-18.587339
5.515054,-18.734011
5.408831,-19.403940
5.356479,-19.074203
5.252173,-19.004601
5.208450,-19.039633
5.102035,-18.926189
5.055435,-19.404181
4.976052,-18.577866
4.876444,-18.283880
4.836651,-17.638617
4.770307,-17.992210
4.703290,-18.320730
4.604450,-18.505627
4.527942,-19.875673
4.467824,-19.404554
4.363327,-19.785515
4.312317,-19.582701
4.205615,-19.961567
4.151729,-19.675638
4.075605,-18.881847
3.985937,-18.957651
3.928918,-17.682009
3.929579,-18.258865
3.782233,-18.367678
3.715122,-19.265137
3.613306,-19.717762
3.561625,-19.482553
3.453197,-20.177528
3.381865,-19.540213
3.311110,-20.273376
3.222139,-19.734566
3.146782,-19.592461
3.085229,-18.545418
3.017733,-17.714260
3.015710,-18.592150
2.881689,-18.393780
2.787833,-19.094059
2.716117,-19.392988
2.637500,-19.533119
2.556103,-19.335529
2.496947,-19.109081
2.391011,-19.940884
2.319679,-19.202259
2.249883,-19.398226
2.186220,-18.303402
2.120930,-17.890915
2.052284,-17.865339
1.988225,-17.832619
1.903060,-18.934765
1.833070,-18.947651
1.743335,-19.232071
1.677755,-18.834112
1.588403,-19.419676
1.514722,-19.500389
1.434284,-19.200171
1.359215,-19.582172
1.295073,-18.040098
1.224943,-18.083391
1.159891,-17.861153
1.092733,-18.430950
1.012823,-18.986498
0.930892,-19.128664
0.849670,-19.733990
0.777979,-18.888290
0.692654,-19.569937
0.620675,-19.275219
0.535875,-19.699280
0.461279,-19.251812
0.395610,-18.400602
0.316683,-18.697475
0.262463,-18.075264
0.186867,-18.690475
0.109782,-19.024261
0.024612,-19.615471
6.220685,-19.319498
6.170352,-18.940596
6.065279,-19.583279
6.014365,-18.921957
5.909484,-19.453239
5.858953,-18.676273
5.789349,-18.337748
5.688207,-17.675671
5.683116,-17.354191
5.563379,-18.540899
5.517067,-18.478989
5.411228,-19.341326
5.358397,-19.041758
5.253132,-19.114353
5.208642,-18.857895
5.102610,-18.984514
5.055435,-19.388845
4.974422,-18.358927
4.877498,-18.191133
4.836076,-17.555717
4.768964,-17.760181
4.705304,-18.230593
4.604162,-18.554619
4.525066,-19.925684
4.466290,-19.236471
4.363519,-19.771332
4.310304,-19.480480
4.204656,-19.860367
4.149907,-19.510536
4.075413,-18.773800
3.986369,-18.888956
3.928630,-17.741623
3.866600,-18.077930
3.784630,-18.412117
3.715122,-19.424290
3.614361,-19.906782
3.545329,-19.573723
3.467863,-20.279339
3.382056,-19.551519
3.309767,-20.308769
3.222331,-19.697083
3.147357,-19.351660
3.087817,-18.313931
3.022048,-17.558483
2.941708,-18.252869
2.888975,-18.082001
2.807868,-19.298901
2.704039,-19.462912
2.639610,-19.757622
2.557446,-19.458332
2.497618,-19.253483
2.391203,-19.819166
2.321021,-19.203962
2.264741,-19.298267
2.172225,-18.174740
2.123135,-17.887970
2.053051,-17.720234
1.997140,-17.575193
1.906799,-18.759037
1.828421,-18.739254
1.754503,-19.082275
1.672531,-18.935295
1.599475,-19.383995
1.508252,-19.349117
1.444781,-19.277679
1.352841,-19.555096
1.304420,-18.152153
1.219431,-18.144831
1.169046,-17.770760
1.089234,-18.553782
1.015124,-19.055719
0.935997,-19.079689
0.848544,-19.805859
0.779609,-18.922876
0.698286,-19.620689
0.619357,-19.391533
0.536355,-19.795504
0.463615,-19.230423
0.396760,-18.280127
0.318409,-18.425905
0.265052,-17.831938
0.188707,-18.674831
0.112014,-18.875835
0.028311,-19.643335
6.240389,-19.418442
6.172557,-18.917679
6.162001,-19.527718
6.017145,-19.101265
5.910442,-19.491529
5.860775,-18.829489
5.789541,-18.328428
5.688399,-17.737303
5.684362,-17.570496
5.564051,-18.457792
5.520040,-18.513632
5.414487,-19.300056
5.360889,-18.945898
5.256296,-18.965530
5.272771,-18.875435
5.105678,-19.070091
5.057353,-19.442638
4.976243,-18.513588
4.877977,-18.301092
4.838089,-17.744822
4.770882,-17.960722
4.707701,-18.313946
4.605984,-18.785723
4.621405,-20.102396
4.468208,-19.378836
4.458803,-19.923513
4.374338,-19.923513
4.204848,-19.965984
4.152783,-19.664299
4.075126,-19.249157
3.985602,-18.882332
3.990843,-17.862402
3.864491,-18.335953
3.783863,-18.293861
3.794110,-19.375095
3.612348,-19.813644
3.624317,-19.639648
3.466905,-20.270729
3.381673,-19.617142
3.388276,-20.378517
3.298250,-19.805180
3.221743,-19.596706
3.146003,-18.559669
3.078316,-17.901178
2.950718,-18.511097
2.944956,-18.212048
2.879761,-19.454008
2.712857,-19.556917
2.712557,-19.705326
2.552748,-19.476307
2.476624,-19.074379
2.403952,-19.730957
2.318528,-19.019585
2.245760,-19.133820
2.187466,-18.215225
2.183142,-18.215225
2.047395,-17.679142
1.988177,-17.682274
1.903731,-18.802238
1.903383,-18.802238
1.746833,-19.070314
1.678617,-18.839085
1.595832,-19.191586
1.509690,-19.470438
1.444494,-19.116690
1.352937,-19.569916
1.295361,-18.205189
1.226189,-18.023207
1.158549,-17.827814
1.092541,-18.239902
1.013590,-18.888765
0.930797,-18.931192
0.850725,-19.670959
0.774840,-18.904243
0.698932,-19.456955
0.614204,-19.368101
0.534437,-19.659472
0.462417,-19.118488
0.393081,-18.183779
0.316527,-18.520819
0.262080,-17.686903
0.187748,-18.405539
0.111927,-18.536116
0.027019,-19.333891
6.233821,-19.352249
6.171119,-18.682917
6.067005,-19.463373
6.015036,-19.097685
5.909963,-19.554182
5.859145,-18.860561
5.788678,-18.381489
5.688207,-17.903374
5.651866,-17.610912
5.592137,-18.247198
5.518026,-18.440113
5.413337,-19.171532
5.360697,-18.917048
5.256104,-18.994164
5.208737,-19.112900
5.101555,-18.984339
5.055243,-19.528000
4.974518,-18.420561
4.876731,-18.399387
4.835501,-17.451836
4.770211,-17.910414
4.705208,-18.280891
4.606080,-18.584007
4.557850,-19.716171
4.437533,-19.544521
4.361506,-19.949135
4.310496,-19.588873
4.204560,-19.887114
4.150290,-19.523062
4.075892,-18.892693
3.986417,-18.953274
3.929685,-17.641731
3.867655,-18.220726
3.782521,-18.264118
3.715697,-19.165665
3.615799,-19.809071
3.546096,-19.538450
3.468630,-20.291035
3.382248,-19.454144
3.309767,-20.221622
3.221851,-19.808266
3.146494,-19.608538
3.086379,-18.599649
3.002204,-17.808750
2.952539,-18.432825
2.883414,-18.387110
2.788312,-19.207092
2.716309,-19.444656
2.636350,-19.713139
2.555432,-19.514126
2.479213,-19.121429
2.405582,-19.785610
2.319391,-19.103065
2.248540,-19.211193
2.186412,-18.240894
2.121889,-17.877941
2.052668,-17.746033
1.987938,-17.657963
1.905074,-18.913372
1.833837,-18.741611
1.745444,-19.332766
1.677850,-19.012012
1.595832,-19.312893
1.508252,-19.497854
1.435147,-19.269773
1.357777,-19.612183
1.295073,-18.021885
1.225134,-18.159140
1.167128,-17.711870
1.088467,-18.392721
1.013782,-18.942879
0.931803,-19.261036
0.850246,-19.771872
